Route_ID;Route_Name;SERVICE_NA;UN;OP_NOC;DIST;PO_MOD;SENTIDO;COD_USUARI;COD_TS;COD_SINSER;COD_SINRUT;COD_USUSEN;TIPO_SERV;FREC_PM;FREC_PT;PLAZAS_PM;PLAZAS_PT;SEL_PM;SEL_PT;SEN1;VALIDA
9672;422cI;POB. TENIENTE MERINO -  (M) SAN PABLO;5;;6.922030894;Sin Modificacion;I;422c;572c;T572c1;T572 C1 00I;422cI;1;5;0;490;0;1;0;0;1
9673;D16R;(M) FRANCISCO BILBAO - MARIA ANGELICA;4;;18.57770997;Sin Modificacion;R;D16;456;T456;T456 00R;D16R;1;4;5;462;495;1;1;0;1
9674;D16I;MARIA ANGELICA - (M) FRANCISCO BILBAO;4;;18.60590977;Sin Modificacion;I;D16;456;T456;T456 00I;D16I;1;5;5;528;495;1;1;0;1
9675;D09R;(M) MANUEL MONTT- AV. GRECIA ORIENTE;4;;14.59549904;Sin Modificacion;R;D09;449;T449;T449 00R;D09R;1;0;5;0;544;0;1;0;1
9677;D09RPM;VARIANTE PUNTA MAÑANA;4;;14.52980862;Sin Modificacion;R;D09;449;T449;T449 01R;D09R;2;5;0;528;0;1;0;0;1
9678;D09I;AV. GRECIA ORIENTE - (M) MANUEL MONTT;4;;14.76008965;Sin Modificacion;I;D09;449;T449;T449 00I;D09I;1;6;0;594;0;1;0;0;1
9680;D09IPT;VARIANTE PUNTA TARDE;4;;15.47324525;Sin Modificacion;I;D09;449;T449;T449 02I;D09I;2;0;5;0;544;0;1;0;1
9684;428R;(M) LA CISTERNA - QUILICURA;4;;33.20908438;Sin Modificacion;R;428;428;T428;T428 00R;428R;1;9;10;924;990;1;1;0;1
9685;428RN;VARIANTE NOCTURNA;4;;33.25340921;Sin Modificacion;R;428;428;T428;T428 03R;428R;2;0;0;0;0;0;0;0;1
9686;402R;CENTRO - PUDAHUEL;5;;14.60528285;Sin Modificacion;R;402;552;T552;T552 00R;402R;1;4;5;368;460;1;1;0;1
9689;428I;QUILICURA - (M) LA CISTERNA;4;;34.2950043;Cambio Trazado;I;428;428;T428;T428 00I;428I;1;8;9;858;891;1;1;0;1
9690;428IN;VARIANTE NOCTURNA;4;;34.63571943;Cambio Trazado;I;428;428;T428;T428 03I;428I;2;0;0;0;0;0;0;0;1
9691;D15I;DIAGONAL LAS TORRES - LA REINA ALTA;4;;30.8145517;Cambio Paradas;I;D15;455;T455;T455 00I;D15I;1;0;5;0;495;0;1;1;1
9695;D03cIPM;VARIANTE PUNTA MAÑANA;4;;11.10968793;Cambio Paradas;I;D03c;443c;T443C;T443 C0 01I;D03cI;2;4;0;462;0;1;0;0;1
9696;D03cI;(M) PLAZA EGAÑA - LAS PARCELAS;4;;10.07002761;Cambio Paradas;I;D03c;443c;T443C;T443 C0 00I;D03cI;1;0;2;0;198;0;1;0;1
9697;D03cR;LAS PARCELAS - (M) PLAZA EGAÑA;4;;8.862813163;Cambio Paradas;R;D03c;443c;T443C;T443 C0 00R;D03cR;1;4;2;462;198;1;1;0;1
9698;D01R;ANTUPIRÉN- (M) PLAZA EGAÑA;4;;8.953090019;Sin Modificacion;R;D01;441;T441;T441 00R;D01R;1;4;4;396;396;1;1;0;1
9699;D01IPM;VARIANTE PUNTA MAÑANA;4;;11.33883266;Sin Modificacion;I;D01;441;T441;T441 01I;D01I;2;4;0;396;0;1;0;0;1
9700;D01I;(M) PLAZA EGAÑA - ANTUPIRÉN;4;;10.18244385;Sin Modificacion;I;D01;441;T441;T441 00I;D01I;1;0;4;0;396;0;1;0;1
9701;D02IPM;VARIANTE PUNTA MAÑANA;4;;18.08665992;Sin Modificacion;I;D02;442;T442;T442 01I;D02I;2;5;0;528;0;1;0;0;1
9702;D02I;(M) IRARRÁZAVAL - ÁLVARO CASANOVA;4;;17.83034653;Sin Modificacion;I;D02;442;T442;T442 00I;D02I;1;0;0;0;0;0;0;0;1
9703;D02IPT;VARIANTE PUNTA TARDE;4;;17.49270938;Sin Modificacion;I;D02;442;T442;T442 02I;D02I;2;0;5;0;495;0;1;0;1
9706;422cR;(M) SAN PABLO - POB. TENIENTE MERINO;5;;6.844963724;Sin Modificacion;R;422c;572c;T572c1;T572 C1 00R;422cR;1;0;4;0;414;0;1;0;1
9708;D01I_fmi;VARIANTE FERIA;4;;10.74630943;Sin Modificacion;I;D01;441;T441;T441 06I;D01I;5;0;0;0;0;0;0;0;1
9709;D01R_fmi;VARIANTE FERIA;4;;9.042614778;Sin Modificacion;R;D01;441;T441;T441 06R;D01R;5;0;0;0;0;0;0;0;1
9710;D02R;ÁLVARO CASANOVA - (M) IRARRÁZAVAL;4;;16.83526604;Sin Modificacion;R;D02;442;T442;T442 00R;D02R;1;0;5;0;495;0;1;0;1
9711;D02RPM;VARIANTE PUNTA MAÑANA;4;;16.49753985;Sin Modificacion;R;D02;442;T442;T442 02R;D02R;2;5;0;528;0;1;0;0;1
9717;D18IPT;VARIANTE PUNTA TARDE;4;;17.92346468;Sin Modificacion;I;D18;458;T458;T458 02I;D18I;2;0;6;0;594;0;1;0;1
9718;D18I;ÁLVARO CASANOVA - (M) SANTA ISABEL;4;;17.15291064;Sin Modificacion;I;D18;458;T458;T458 00I;D18I;1;6;0;594;0;1;0;0;1
9719;D18RPM;VARIANTE PUNTA MAÑANA;4;;16.67181556;Sin Modificacion;R;D18;458;T458;T458 01R;D18R;2;5;0;528;0;1;0;0;1
9722;428I_fdo;VARIANTE FERIA;4;;34.29305617;Cambio Trazado;I;428;428;T428;T428 06I;428I;5;0;0;0;0;0;0;0;1
9723;F12I_fdo;VARIANTE FERIA;7;;10.15193237;Sin Modificacion;I;F12;F12;F12;F12 05I;F12I;5;0;0;0;0;0;0;0;1
9724;F12R_fdo;VARIANTE FERIA;7;;11.50348192;Sin Modificacion;R;F12;F12;F12;F12 05R;F12R;5;0;0;0;0;0;0;0;1
9725;F18I_fdo;VARIANTE FERIA;7;;10.8544801;Sin Modificacion;I;F18;F18;F18;F18 05I;F18I;5;0;0;0;0;0;0;0;1
9726;F18I_fju;VARIANTE FERIA;7;;10.72974601;Sin Modificacion;I;F18;F18;F18;F18 08I;F18I;5;0;0;0;0;0;0;0;1
9727;F18R_fdo;VARIANTE FERIA;7;;11.94620895;Sin Modificacion;R;F18;F18;F18;F18 05R;F18R;5;0;0;0;0;0;0;0;1
9732;F29R_fsa;VARIANTE FERIA;7;;19.15227256;Sin Modificacion;R;F29;F29;F29;F29 06R;F29R;5;0;0;0;0;0;0;0;1
9737;F03cR;VILLA LAS MAMIÑAS - PIE ANDINO;7;;8.267144001;Sin Modificacion;R;F03c;F03c;F03c;F03 C0 00R;F03cR;1;4;4;214;184;1;1;0;1
9738;F03cR_fmi;VARIANTE FERIA;7;;8.939124331;Sin Modificacion;R;F03c;F03c;F03c;F03 C0 06R;F03cR;5;0;0;0;0;0;0;0;1
9744;B05I;BARRIO SAN IGNACIO - CIUDAD EMPRESARIAL;6;;16.76268818;Cambio Red vial;I;B05;B05;B05;B05 00I;B05I;1;4;4;452;436;1;1;0;1
9746;B18I;VILLA PUCARA - (M) VESPUCIO NORTE;6;;10.43210571;Sin Modificacion;I;B18;B18;B18;B18 00I;B18I;1;4;4;388;436;1;1;0;1
9747;B18IPRN;VARIANTE PRENOCTURNA;6;;10.79267706;Sin Modificacion;I;B18;B18;B18;B18 03I;B18I;2;0;0;0;0;0;0;0;1
9756;C09I;LA DEHESA - NUEVA BILBAO;6;;18.02548234;Cambio Paradas;I;C09;B59;B59;B59 00I;C09I;1;7;7;394;420;1;1;0;1
9757;C09R;NUEVA BILBAO - LA DEHESA;6;;18.35074686;Sin Modificacion;R;C09;B59;B59;B59 00R;C09R;1;7;7;359;447;1;1;0;1
9779;513R;JOSE ARRIETA - EL MONTIJO;5;SI;31.1611326;Sin Modificacion;R;513;513;T513;T513 00R;513R;1;6;6;1021;858;1;1;0;1
9780;513R_fmavi;VARIANTE FERIA;5;;31.7261513;Sin Modificacion;R;513;513;T513;T513 06R;513R;5;0;0;0;0;0;0;0;1
9791;F15R_fmi;VARIANTE FERIA;7;;15.15871309;Sin Modificacion;R;F15;F15;F15;F15 09R;F15R;5;0;0;0;0;0;0;0;1
9795;D17RPRN;VARIANTE PRENOCTURNA;4;;11.02682872;Sin Modificacion;R;D17;457;T457;T457 03R;D17R;2;0;0;0;0;0;0;0;1
9799;D10IPM;VARIANTE PUNTA MAÑANA;4;;22.57394679;Sin Modificacion;I;D10;450;T450;T450 01I;D10I;2;5;0;528;0;1;0;0;1
9800;D10I;(M) CARLOS VALDOVINOS - DIAGONAL LAS TORRES;4;;23.72898951;Sin Modificacion;I;D10;450;T450;T450 00I;D10I;1;0;5;0;495;0;1;0;1
9801;D10I_cvd;VARIANTE CICLOVIA;4;;23.61435071;Sin Modificacion;I;D10;450;T450;T450 07I;D10I;6;0;0;0;0;0;0;0;1
9802;D15IPM;VARIANTE PUNTA MAÑANA;4;;30.38392387;Cambio Paradas;I;D15;455;T455;T455 06I;D15I;2;6;0;594;0;1;0;1;1
9811;486I;ENEA - (M) SAN PABLO;5;;18.41586591;Sin Modificacion;I;486;586;T586;T586 00I;486I;1;6;5;552;460;1;1;1;1
9816;F07R;MALL PLAZA TOBALABA - VILLA PADRE HURTADO;7;;20.43557965;Sin Modificacion;R;F07;F07;F07;F07 00R;F07R;1;4;4;184;184;1;1;2;1
9817;F07R_cvd;VARIANTE CICLOVIA;7;;20.41407432;Sin Modificacion;R;F07;F07;F07;F07 10R;F07R;6;0;0;0;0;0;0;2;1
9818;F07R_fdo;VARIANTE FERIA;7;;21.96386631;Sin Modificacion;R;F07;F07;F07;F07 07R;F07R;5;0;0;0;0;0;0;2;1
9819;F07R_fdo_cvd;VARIANTE FERIA;7;;21.94236098;Sin Modificacion;R;F07;F07;F07;F07 08R;F07R;5;0;0;0;0;0;0;2;1
9829;329I;MALL FLORIDA CENTER - MALL PLAZA OESTE;3;;19.31547686;Sin Modificacion;I;329;329;T329;T329 00I;329I;1;5;4;245;207;1;1;0;1
9830;329I_fmisa;VARIANTE FERIA;3;;19.34742899;Sin Modificacion;I;329;329;T329;T329 08I;329I;5;0;0;0;0;0;0;0;1
9831;J08R;LO FRANCO - PUDAHUEL SUR;5;SI;17.86056893;Sin Modificacion;R;J08;528;T528;T528 00R;J08R;1;5;5;468;443;1;1;0;1
9834;424R;(M) U. DE CHILE - PUDAHUEL SUR;5;;19.14312483;Sin Modificacion;R;424;543;T543;T543 00R;424R;1;4;5;414;432;1;1;0;1
9835;424R_fjudo;VARIANTE FERIA;5;;19.12455597;Sin Modificacion;R;424;543;T543;T543 06R;424R;5;0;0;0;0;0;0;0;1
9844;519R;AV. GRECIA - ALAMEDA;5;;15.94707814;Sin Modificacion;R;519;519;T519;T519 00R;519R;1;8;6;702;486;1;1;0;1
9848;516R;LAS PARCELAS - PUDAHUEL SUR;5;SI;28.80401161;Sin Modificacion;R;516;516;T516;T516 00R;516R;1;9;7;756;567;1;1;0;1
9850;516R_fmisa;VARIANTE FERIA;5;;29.07545867;Sin Modificacion;R;516;516;T516;T516 07R;516R;5;0;0;0;0;0;0;0;1
9851;516R_fsa;VARIANTE FERIA;5;;29.01774051;Sin Modificacion;R;516;516;T516;T516 08R;516R;5;0;0;0;0;0;0;0;1
9852;507cI;(M) PARQUE O'HIGGINS - PEÑALOLEN;5;;13.85296121;Sin Modificacion;I;507c;507c;T507 C0;T507 C0 00I;507cI;1;4;3;378;283;1;1;0;1
9856;J11R;(M) PAJARITOS - LOMAS DE LO AGUIRRE;5;;15.6491713;Sin Modificacion;R;J11;531;T531;T531 00R;J11R;1;4;3;188;164;1;1;0;1
9874;B12R;LO MARCOLETA - (M) ZAPADORES;6;;21.98281785;Sin Modificacion;R;B12;B12;B12;B12 00R;B12R;1;5;4;517;388;1;1;0;1
9878;C18I;(M) ESCUELA MILITAR - CIUDAD EMPRESARIAL;6;;8.362451296;Sin Modificacion;I;C18;B68;B68;B68 00I;C18I;1;6;5;364;322;1;1;0;1
9886;106R;PEÑALOLEN - NUEVA SAN MARTIN;7;;38.4389549;Sin Modificacion;R;106;F46;F46;F46 00R;106R;1;6;5;600;495;1;1;0;1
9887;405R;CANTAGALLO - MAIPU;7;SI;35.24008485;Sin Modificacion;R;405;F55;F55;F55 00R;405R;1;4;7;608;1064;1;1;0;1
9889;432NR;LA REINA - MAIPU;7;SI;36.88112988;Sin Modificacion;R;432N;F82N;F82c2;F82 C2 00R;432NR;1;0;0;0;0;0;0;0;1
9896;109R;MAIPU - RENCA;5;;32.52697458;Sin Modificacion;R;109;549;T549;T549 00R;109R;1;6;5;540;445;1;1;0;1
9899;402I;PUDAHUEL - CENTRO;5;;15.18400411;Sin Modificacion;I;402;552;T552;T552 00I;402I;1;6;5;552;460;1;1;0;1
9919;F08I;VILLA PADRE HURTADO - DIEGO PORTALES;7;;10.10558103;Sin Modificacion;I;F08;F08;F08;F08 00I;F08I;1;5;5;450;450;1;1;0;1
9920;F08I_fmavido;VARIANTE FERIA;7;;10.1054187;Sin Modificacion;I;F08;F08;F08;F08 06I;F08I;5;0;0;0;0;0;0;0;1
9921;517I;J. J. PÉREZ - PEÑALOLÉN;5;;28.48751386;Sin Modificacion;I;517;517;T517;T517 00I;517I;1;0;5;0;460;0;1;0;1
9922;517I_cvd;VARIANTE CICLOVIA;5;;28.70863893;Sin Modificacion;I;517;517;T517;T517 06I;517I;6;0;0;0;0;0;0;0;1
9923;517IPM;VARIANTE PUNTA MAÑANA;5;;28.70863893;Sin Modificacion;I;517;517;T517;T517 01I;517I;2;5;0;490;0;1;0;0;1
9925;506R;PEÑALOLEN  - MAIPU;5;SI;36.31999213;Sin Modificacion;R;506;506;T506;T506 00R;506R;1;8;7;648;607;1;1;0;1
9933;510R;RIO CLARO - PUDAHUEL SUR;5;;29.59671752;Sin Modificacion;R;510;510;T510;T510 00R;510R;1;5;5;432;445;1;1;0;1
9934;510R_fmisa;VARIANTE FERIA;5;;29.86816458;Sin Modificacion;R;510;510;T510;T510 08R;510R;5;0;0;0;0;0;0;0;1
9936;510R_fsa;VARIANTE FERIA;5;;29.59897273;Sin Modificacion;R;510;510;T510;T510 09R;510R;5;0;0;0;0;0;0;0;1
9937;517R;PEÑALOLÉN - J. J. PÉREZ;5;;28.46682375;Sin Modificacion;R;517;517;T517;T517 00R;517R;1;5;5;490;460;1;1;0;1
9954;204R;GABRIELA - ALAMEDA;2;;19.3600746;Sin Modificacion;R;204;204;T204;T204 00R;204R;1;8;8;736;736;1;1;0;1
9955;G13R;EL CASTILLO - (M) LA CISTERNA;2;;13.90848352;Sin Modificacion;R;G13;243;T243;T243 00R;G13R;1;11;9;770;603;1;1;0;1
9956;G13I;(M) LA CISTERNA - EL CASTILLO;2;;13.23506431;Sin Modificacion;I;G13;243;T243;T243 00I;G13I;1;9;9;568;603;1;1;0;1
9957;206R;LA PINTANA - CENTRO;2;;20.97589404;Sin Modificacion;R;206;206;T206;T206 00R;206R;1;8;6;1012;828;1;1;0;1
9958;228R;ANGELMO - (M) LA CISTERNA;2;;12.92338725;Sin Modificacion;R;228;228;T228;T228 00R;228R;1;11;6;1042;552;1;1;0;1
9959;G11I;LO BLANCO - (M) LO OVALLE;2;;14.62115787;Sin Modificacion;I;G11;241;T241;T241 00I;G11I;1;8;5;502;275;1;1;0;1
9960;G11R;(M) LO OVALLE - LO BLANCO;2;;17.99197629;Sin Modificacion;R;G11;241;T241;T241 00R;G11R;1;8;6;400;300;1;1;0;1
9961;G16I;(M) LA CISTERNA - LO BLANCO;2;;8.267080786;Sin Modificacion;I;G16;246;T246;T246 00I;G16I;1;5;7;266;350;1;1;0;1
9962;G16R;LO BLANCO - (M) LA CISTERNA;2;;9.314251822;Sin Modificacion;R;G16;246;T246;T246 00R;G16R;1;8;7;400;350;1;1;0;1
9963;228I;(M) LA CISTERNA - ANGELMO;2;;11.94236132;Sin Modificacion;I;228;228;T228;T228 00I;228I;1;9;6;858;552;1;1;0;1
9966;G01I;VILLA 4 DE SEPTIEMBRE - SANTO TOMAS;2;;14.16024502;Sin Modificacion;I;G01;231;T231;T231 00I;G01I;1;4;5;233;250;1;1;0;1
9969;204eR;GABRIELA - ALAMEDA;2;;19.3600746;Sin Modificacion;R;204e;204e;T204e;T204 E0 00R;204eR;1;5;4;628;586;1;1;0;1
9970;224cR;GABRIELA - (M) VICENTE VALDES;2;;8.152174152;Sin Modificacion;R;224c;224c;T224c;T224 C0 00R;224cR;1;0;0;0;0;0;1;0;1
9971;G01cI;VILLA 4 DE SEPTIEMBRE - SANTA ROSA P.;2;;8.264985361;Sin Modificacion;I;G01c;231c;T231c;T231 C0 00I;G01cI;1;4;5;233;250;1;1;0;1
9972;G01cR;SANTA ROSA P. 21 - VILLA 4 DE SEPTIEMB;2;;7.964917791;Sin Modificacion;R;G01c;231c;T231c;T231 C0 00R;G01cR;1;4;5;233;250;1;1;0;1
9973;G12R;CEMENTERIO METROPOLITANO - (M) LO OVALLE;2;;8.315929681;Sin Modificacion;R;G12;242;T242;T242 00R;G12R;1;5;5;266;250;1;1;0;1
9974;206R_fmavido;VARIANTE FERIA;2;;20.96657835;Sin Modificacion;R;206;206;T206;T206 06R;206R;5;0;0;0;0;0;0;0;1
9975;228IPRN;VARIANTE PRENOCTURNA;2;;11.65512444;Sin Modificacion;I;228;228;T228;T228 03I;228I;2;0;0;0;0;0;0;0;1
9976;G01R;SANTO TOMAS - VILLA 4 DE SEPTIEMBRE;2;;14.55257177;Sin Modificacion;R;G01;231;T231;T231 00R;G01R;1;4;5;233;250;1;1;0;1
9978;G11IPRN;VARIANTE PRENOCTURNA;2;;13.59740016;Sin Modificacion;I;G11;241;T241;T241 03I;G11I;2;0;0;0;0;0;0;0;1
9979;G12RPRN;VARIANTE PRENOCTURNA;2;;9.255997498;Sin Modificacion;R;G12;242;T242;T242 03R;G12R;2;0;0;0;0;0;0;0;1
9980;G13IPRN;VARIANTE PRENOCTURNA;2;;12.94782744;Sin Modificacion;I;G13;243;T243;T243 03I;G13I;2;0;0;0;0;0;0;0;1
9981;G16IPRN;VARIANTE PRENOCTURNA;2;;7.979843914;Sin Modificacion;I;G16;246;T246;T246 03I;G16I;2;0;0;0;0;0;0;0;1
9982;G01I_fjudo;VARIANTE FERIA;2;;14.14802944;Sin Modificacion;I;G01;231;T231;T231 07I;G01I;5;0;0;0;0;0;0;0;1
9983;G01R_fjudo;VARIANTE FERIA;2;;14.89666423;Sin Modificacion;R;G01;231;T231;T231 07R;G01R;5;0;0;0;0;0;0;0;1
9984;G01R_fmijusa;VARIANTE FERIA;2;;14.44030968;Sin Modificacion;R;G01;231;T231;T231 09R;G01R;5;0;0;0;0;0;0;0;1
9985;G01cI_fjudo;VARIANTE FERIA;2;;8.252769784;Sin Modificacion;I;G01c;231c;T231c;T231 C0 06I;G01cI;5;0;0;0;0;0;0;0;1
9986;G01cR_fjudo;VARIANTE FERIA;2;;8.309010257;Sin Modificacion;R;G01c;231c;T231c;T231 C0 06R;G01cR;5;0;0;0;0;0;0;0;1
9988;G04R_fma;VARIANTE FERIA;2;;8.723264558;Sin Modificacion;R;G04;234;T234;T234 06R;G04R;5;0;0;0;0;0;0;0;1
9989;G11R_fju;VARIANTE FERIA;2;;17.97353483;Sin Modificacion;R;G11;241;T241;T241 06R;G11R;5;0;0;0;0;0;0;0;1
9990;G13I_fjudo;VARIANTE FERIA;2;;13.23463395;Sin Modificacion;I;G13;243;T243;T243 08I;G13I;5;0;0;0;0;0;0;0;1
9992;G13I_fmisa;VARIANTE FERIA;2;;13.26762253;Sin Modificacion;I;G13;243;T243;T243 07I;G13I;5;0;0;0;0;0;0;0;1
9994;G13R_fmisa;VARIANTE FERIA;2;;13.9880095;Sin Modificacion;R;G13;243;T243;T243 07R;G13R;5;0;0;0;0;0;0;0;1
9996;G16I_fmisa;VARIANTE FERIA;2;;8.269237883;Sin Modificacion;I;G16;246;T246;T246 07I;G16I;5;0;0;0;0;0;0;0;1
9997;G16R_fju;VARIANTE FERIA;2;;9.798796644;Sin Modificacion;R;G16;246;T246;T246 08R;G16R;5;0;0;0;0;0;0;0;1
9999;G16R_fmisa;VARIANTE FERIA;2;;9.315351333;Sin Modificacion;R;G16;246;T246;T246 07R;G16R;5;0;0;0;0;0;0;0;1
10000;G22yI;INYECCION;2;;5.870751349;Sin Modificacion;I;G22;252y;T252c2;T252 C2 00I;G22I;3;0;0;0;0;0;0;1;1
10003;G13I_fdo;VARIANTE FERIA;2;;13.28881303;Sin Modificacion;I;G13;243;T243;T243 09I;G13I;5;0;0;0;0;0;0;0;1
10004;G13R_fdo;VARIANTE FERIA;2;;13.98262023;Sin Modificacion;R;G13;243;T243;T243 09R;G13R;5;0;0;0;0;0;0;0;1
10005;211cR;SAN BERNARDO - (M) LA CISTERNA;2;;11.38880267;Sin Modificacion;R;211c;211c;T211c;T211 C0 00R;211cR;1;10;8;920;736;1;1;0;1
10006;G11RPRN;VARIANTE PRENOCTURNA;2;;16.51968435;Sin Modificacion;R;G11;241;T241;T241 03R;G11R;2;0;0;0;0;0;0;0;1
10007;216yIPM;INYECCION;2;;21.10142519;Sin Modificacion;I;216;216y;T216c;T216 C0 00I;216I;3;0;0;0;0;0;0;1;1
10010;G01I_fmijusa;VARIANTE FERIA;2;;14.08964794;Sin Modificacion;I;G01;231;T231;T231 09I;G01I;5;0;0;0;0;0;0;0;1
10011;G18R_fmijusa;VARIANTE FERIA;2;;17.54640068;Sin Modificacion;R;G18;248;T248;T248 04R;G18R;5;0;0;0;0;0;0;0;1
10012;201I;MALL PLAZA NORTE - SAN BERNARDO;2;SI;32.07296333;Sin Modificacion;I;201;201;T201;T201 00I;201I;1;6;6;613;552;1;1;0;1
10013;201I_cvd;VARIANTE CICLOVIA;2;;34.97932751;Sin Modificacion;I;201;201;T201;T201 07I;201I;6;0;0;0;0;0;0;0;1
10014;211cI;(M) LA CISTERNA - SAN BERNARDO;2;;12.15564413;Sin Modificacion;I;211c;211c;T211c;T211 C0 00I;211cI;1;8;8;797;736;1;1;0;1
10022;G08R;(M) LA CISTERNA - POBLACION LA SELVA;2;SI;20.7174283;Sin Modificacion;R;G08;238;T238;T238 00R;G08R;1;8;5;808;555;1;1;0;1
10023;G08RN;VARIANTE NOCTURNA;2;;20.43019143;Sin Modificacion;R;G08;238;T238;T238 03R;G08R;2;0;0;0;0;0;0;0;1
10024;G08vR;(M) LA CISTERNA - NOS;2;;20.27219176;Sin Modificacion;R;G08v;238e;T238e;T238 E0 00R;G08vR;1;6;5;300;275;1;1;0;1
10025;G08vRPRN;VARIANTE PRENOCTURNA;2;;19.98495488;Sin Modificacion;R;G08v;238e;T238e;T238 E0 03R;G08vR;2;0;0;0;0;0;0;0;1
10026;G08vR_fsado;VARIANTE FERIA;2;;20.47320944;Sin Modificacion;R;G08v;238e;T238e;T238 E0 06R;G08vR;5;0;0;0;0;0;0;0;1
10027;G08I;POBLACION LA SELVA - (M) LA CISTERNA;2;SI;19.95841583;Sin Modificacion;I;G08;238;T238;T238 00I;G08I;1;8;5;875;555;1;1;0;1
10028;204I;ALAMEDA - GABRIELA;2;;19.41116381;Sin Modificacion;I;204;204;T204;T204 00I;204I;1;8;8;736;736;1;1;0;1
10029;204eI;ALAMEDA - GABRIELA;2;;19.41116381;Sin Modificacion;I;204e;204e;T204e;T204 E0 00I;204eI;1;5;4;628;586;1;1;0;1
10030;228RPRN;VARIANTE PRENOCTURNA;2;;13.60191967;Sin Modificacion;R;228;228;T228;T228 03R;228R;2;0;0;0;0;0;0;0;1
10031;G05R;(M) LA CISTERNA - EL CASTILLO;2;;14.60860085;Sin Modificacion;R;G05;235;T235;T235 00R;G05R;1;7;7;536;553;1;1;0;1
10032;G05I;EL CASTILLO - (M) LA CISTERNA;2;;15.4566182;Sin Modificacion;I;G05;235;T235;T235 00I;G05I;1;9;7;772;553;1;1;0;1
10033;G05R_fmavi;VARIANTE FERIA;2;;14.61810772;Sin Modificacion;R;G05;235;T235;T235 06R;G05R;5;0;0;0;0;0;0;0;1
10034;G05R_cvd;VARIANTE CICLOVIA;2;;14.6182486;Sin Modificacion;R;G05;235;T235;T235 07R;G05R;6;0;0;0;0;0;0;0;1
10035;216I;PABLO DE ROKHA - VITACURA;2;;29.49618359;Sin Modificacion;I;216;216;T216;T216 00I;216I;1;11;8;1700;1200;1;1;0;1
10037;G05IN;VARIANTE NOCTURNA;2;;15.56007128;Sin Modificacion;I;G05;235;T235;T235 03I;G05I;2;0;0;0;0;0;0;0;1
10038;G08IN;VARIANTE NOCTURNA;2;;20.63694826;Sin Modificacion;I;G08;238;T238;T238 03I;G08I;2;0;0;0;0;0;0;0;1
10039;G13RPRN;VARIANTE PRENOCTURNA;2;;14.58701594;Sin Modificacion;R;G13;243;T243;T243 03R;G13R;2;0;0;0;0;0;0;0;1
10040;G16RPRN;VARIANTE PRENOCTURNA;2;;9.99278425;Sin Modificacion;R;G16;246;T246;T246 03R;G16R;2;0;0;0;0;0;0;0;1
10041;G18I_fmijusa;VARIANTE FERIA;2;;16.97514307;Sin Modificacion;I;G18;248;T248;T248 04I;G18I;5;0;0;0;0;0;0;0;1
10042;G18I;SANTO TOMAS - (M) LO OVALLE;2;;17.09073441;Sin Modificacion;I;G18;248;T248;T248 00I;G18I;1;5;5;266;275;1;1;0;1
10043;G18IPRN;VARIANTE PRENOCTURNA;2;;18.03080222;Sin Modificacion;I;G18;248;T248;T248 03I;G18I;2;0;0;0;0;0;0;0;1
10044;G18RPRN;VARIANTE PRENOCTURNA;2;;17.58831685;Sin Modificacion;R;G18;248;T248;T248 03R;G18R;2;0;0;0;0;0;0;0;1
10045;G18R;(M) LO OVALLE - SANTO TOMAS;2;;17.61506632;Sin Modificacion;R;G18;248;T248;T248 00R;G18R;1;5;5;368;275;1;1;0;1
10046;G18R_cvd;VARIANTE CICLOVIA;2;;17.74122511;Sin Modificacion;R;G18;248;T248;T248 06R;G18R;6;0;0;0;0;0;0;0;1
10047;203eR;LA PINTANA - CENTRO;2;;21.81809261;Sin Modificacion;R;203e;203e;T203e;T203 E0 00R;203eR;1;8;6;797;598;1;1;0;1
10048;203eR_fmisa;VARIANTE FERIA;2;;21.81809261;Sin Modificacion;R;203e;203e;T203e;T203 E0 06R;203eR;5;0;0;0;0;0;0;0;1
10049;G05RN;VARIANTE NOCTURNA;2;;15.03710493;Sin Modificacion;R;G05;235;T235;T235 03R;G05R;2;0;0;0;0;0;0;0;1
10050;206I;CENTRO - LA PINTANA;2;;21.34702459;Sin Modificacion;I;206;206;T206;T206 00I;206I;1;6;6;889;828;1;1;0;1
10051;206I_fju;VARIANTE FERIA;2;;21.32858313;Sin Modificacion;I;206;206;T206;T206 07I;206I;5;0;0;0;0;0;0;0;1
10052;206I_fmavido;VARIANTE FERIA;2;;21.65577701;Sin Modificacion;I;206;206;T206;T206 06I;206I;5;0;0;0;0;0;0;0;1
10054;203I_fmisa;VARIANTE FERIA;2;;27.80262359;Sin Modificacion;I;203;203;T203;T203 06I;203I;5;0;0;0;0;0;0;0;1
10055;227I;VILLA FREI - PEDRO AGUIRRE CERDA;2;;24.966313;Sin Modificacion;I;227;227;T227;T227 00I;227I;1;5;5;490;460;1;1;0;1
10056;203eI;CENTRO - LA PINTANA;2;;21.7900823;Sin Modificacion;I;203e;203e;T203e;T203 E0 00I;203eI;1;8;6;797;598;1;1;0;1
10057;203eI_fmisa;VARIANTE FERIA;2;;21.7900823;Sin Modificacion;I;203e;203e;T203e;T203 E0 06I;203eI;5;0;0;0;0;0;0;0;1
10059;G22R;(M) LA CISTERNA - VILLA ESPAÑA;2;;11.80317823;Sin Modificacion;R;G22;252;T252;T252 00R;G22R;1;10;9;975;756;1;1;0;1
