stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,wheelchair_boarding
79,RG,Grecia,,-33.468819,-70.576202,https://www.metro.cl/estacion/,1
80,RM,Rojas Magallanes,,-33.535854,-70.592773,https://www.metro.cl/estacion/,1
81,RN,San Ramón,,-33.541194,-70.643671,https://www.metro.cl/estacion/,1
82,RO,RONDIZONNI,,-33.470043,-70.656331,https://www.metro.cl/estacion/,1
83,RP,República,,-33.447952,-70.667564,https://www.metro.cl/estacion/,1
84,RQ,Quilín,,-33.487999,-70.580231,https://www.metro.cl/estacion/,1
85,SA,Salvador,,-33.433107,-70.626585,https://www.metro.cl/estacion/,1
86,SB,Simón Bolivar,,-33.445904,-70.572037,https://www.metro.cl/estacion/,1
87,SI,Santa Isabel,,-33.447102,-70.630402,https://www.metro.cl/estacion/,1
88,SJ,San Joaquín,,-33.498318,-70.61602,https://www.metro.cl/estacion/,1
89,SL,Santa Lucía,,-33.442691,-70.64572,https://www.metro.cl/estacion/,1
90,SM,San Miguel,,-33.488798,-70.651178,https://www.metro.cl/estacion/,1
91,SP,San Pablo,,-33.444218,-70.723302,https://www.metro.cl/el-viaje/estaciones/SP,1
92,SR,Santa Rosa,,-33.542511,-70.634125,https://www.metro.cl/estacion/,1
93,TB,Tobalaba,,-33.418145,-70.601353,https://www.metro.cl/estacion/TOB,1
94,TO,Toesca,,-33.452965,-70.658577,https://www.metro.cl/estacion/,1
95,TR,Trinidad,,-33.54702,-70.587654,https://www.metro.cl/estacion/,1
96,UC,Universidad Católica,,-33.440216,-70.640549,https://www.metro.cl/estacion/,1
97,US,Universidad de Santiago,,-33.452896,-70.68615,https://www.metro.cl/estacion/,1
98,VV,Vicente Valdés,,-33.526337,-70.596756,https://www.metro.cl/estacion/VV,1
99,VMI,VICUNA MACKENNA,,-33.519642,-70.596069,https://www.metro.cl/estacion/VIM,1
100,ZA,Zapadores,,-33.390938,-70.642441,https://www.metro.cl/estacion/ZA,1
101,CS,Cerrillos,,-33.483371,-70.695506,https://www.metro.cl/estacion/,1
102,LVA,Lo Valledor,,-33.478283,-70.680678,https://www.metro.cl/estacion/LVA,1
103,PG,PDTE PEDRO AGUIRRE CERDA,,-33.478681,-70.664706,https://www.metro.cl/estacion/,1
104,BB,Bio Bio,,-33.476402,-70.641942,https://www.metro.cl/estacion/,1
105,EN,Estadio Nacional,,-33.462282,-70.606113,https://www.metro.cl/estacion/,1
106,NUN,NUNOA,,-33.454265,-70.604892,https://www.metro.cl/estacion/NUN,1
107,IS,Ines de Suárez,,-33.438878,-70.607201,https://www.metro.cl/estacion/,1
108,LIB,Los Libertadores,,-33.365439,-70.69244,https://www.metro.cl/estacion/LIB,1
109,CAR,Cardenal Caro,,-33.373452,-70.686104,https://www.metro.cl/estacion/CAR,1
110,VIV,Vivaceta,,-33.385877,-70.679226,https://www.metro.cl/estacion/VIV,1
111,CCH,Conchalí,,-33.397985,-70.669546,https://www.metro.cl/estacion/CCH,1
112,PZC,Plaza Chacabuco,,-33.406565,-70.661028,https://www.metro.cl/estacion/PZC,1
113,HOS,Hospitales,,-33.417663,-70.656373,https://www.metro.cl/estacion/HOS,1
115,PAL,Parque Almagro,,-33.451381,-70.650491,https://www.metro.cl/estacion/PAL,1
116,MAT,Avenida Matta,,-33.458237,-70.642682,https://www.metro.cl/estacion/MAT,1
117,MEY,Mons. Eyzaguirre,,-33.453164,-70.613835,https://www.metro.cl/estacion/MEY,1
118,ESP,Chile-España,,-33.454949,-70.59748,https://www.metro.cl/estacion/ESP,1
119,VFR,Villa Frei,,-33.454618,-70.580987,https://www.metro.cl/estacion/VFR,1
120,FCV,Fernando Castillo Velasco,,-33.452065,-70.55792,https://www.metro.cl/estacion/FCV,1
PT0201,PT0101,Estación Central (Anden1),,-33.45115,-70.6788,,1
PT0202,PT0102,Estación Lo Valledor (Anden1),,-33.478,-70.6806,,1
PT0203,PT0103,Estación Pedro Aguirre Cerda (Anden1),,-33.4931,-70.6818,,1
PT0204,PT0104,Estación Lo Espejo (Anden1),,-33.5137,-70.6857,,1
PT0205,PT0105,Estación Lo Blanco (Anden1),,-33.5728,-70.69829,,1
PT0206,PT0106,Estación Freire (Anden1),,-33.58714,-70.6983,,1
PT0207,PT0107,Estación San Bernardo (Anden1),,-33.59429,-70.69795,,1
PT0208,PT0108,Estación Maestranza (Anden1),,-33.60648,-70.69702,,1
PT0209,PT0109,Estación Cinco Pinos (Anden1),,-33.6232,-70.70068,,1
PT0210,PT0110,Estación Nos (Anden1),,-33.63285,-70.70489,,1
PT0211,PT0201,Estación Central (Anden2),,-33.45117,-70.6789,,1
PT0212,PT0202,Estación Lo Valledor (Anden2),,-33.47829,-70.6807,,1
PT0213,PT0203,Estación Pedro Aguirre Cerda (Anden2),,-33.49311,-70.68188,,1
PT0214,PT0204,Estación Lo Espejo (Anden2),,-33.51382,-70.68581,,1
PT0215,PT0205,Estación Lo Blanco (Anden2),,-33.57282,-70.69832,,1
PT0216,PT0206,Estación Freire (Anden2),,-33.587158,-70.6984,,1
PT0217,PT0207,Estación San Bernardo (Anden2),,-33.59432,-70.698,,1
PT0218,PT0208,Estación Maestranza (Anden2),,-33.6066,-70.6971,,1
PT0219,PT0209,Estación Cinco Pinos (Anden2),,-33.62327,-70.7008,,1
PT0220,PT0210,Estación Nos (Anden2),,-33.6329,-70.705,,1
PT0221,MT-BZO,Estación BuinZoo,,-33.713548,-70.724446,,1
PT0222,MT-BUI,Estación Buin,,-33.73268,-70.72843,,1
PT0223,MT-LIN,Estación Linderos,,-33.763789,-70.734816,,1
PT0224,MT-PAI,Estación Paine,,-33.816187,-70.743487,,1
PT0225,MT-HOS,Estación Hospital,,-33.868235,-70.745938,,1
PT0226,MT-SFR,Estación San Francisco,,-33.977293,-70.713278,,1
PT0227,MT-GRA,Estación Graneros,,-34.065908,-70.72509,,1
PT0228,MT-RAN,Estación Rancagua,,-34.170505,-70.752984,,1
